303.51	1.1846	1.4348	1.5222
303.75	1.1794	1.4187	1.5098
304	1.1763	1.4057	1.4962
304.26	1.1718	1.3945	1.4841
304.5	1.1657	1.3842	1.4676
304.76	1.1603	1.3709	1.4503
305	1.1524	1.3548	1.435
305.25	1.1463	1.342	1.4205
305.51	1.1411	1.3279	1.4026
305.75	1.1327	1.3168	1.3857
306	1.1269	1.3005	1.3654
306.25	1.1226	1.2867	1.3477
306.5	1.1153	1.2705	1.3297
306.76	1.1094	1.2581	1.3131
307	1.1013	1.2433	1.2951
307.26	1.0953	1.2274	1.2768
307.5	1.0904	1.2157	1.261
307.74	1.0853	1.2038	1.2437
308	1.0797	1.1906	1.2307
308.24	1.0751	1.1778	1.2156
308.5	1.0692	1.1688	1.2008
308.75	1.0643	1.1575	1.1896
309	1.0608	1.1461	1.1747
309.26	1.0558	1.1388	1.1676
309.49	1.0522	1.1295	1.152
309.75	1.0488	1.1209	1.1415
310.01	1.0455	1.1131	1.1331
310.99	1.0379	1.0915	1.1041
311.99	1.031	1.0737	1.0843
313	1.0252	1.0607	1.0655
313.99	1.0206	1.0489	1.0541
315.01	1.0191	1.0438	1.0491
315.99	1.0145	1.0382	1.0393
317	1.0141	1.0338	1.0326
317.99	1.0095	1.0281	1.0286
319	1.0072	1.0212	1.0231
320	1.0026	1.0177	1.0201
321.01	1.0001	1.0161	1.0131
322	1.0006	1.007	1.0103
323	0.9955	1.006	1.0071
323.99	0.99411	1.0001	1.0043
325	0.99271	0.99677	0.99863
325.49	0.9934	0.99728	0.9993
326.01	0.99441	0.99709	0.99489
326.51	0.99699	0.99828	0.99747
327.01	1.0002	0.99894	0.99706
327.49	1.0023	0.99989	1.0008
328.01	1.004	0.99798	0.9989
328.5	1.0061	1.0037	0.99893
329.01	1.007	1.0002	0.99859
329.49	1.0095	1.0002	1.0036
330.01	1.0074	1.0028	0.99595
330.5	1.0085	0.99659	0.99375
330.99	1.0055	0.99488	0.99229
331.51	1.0019	0.98759	0.98562
332.01	0.99678	0.98778	0.97879
332.5	0.99228	0.97913	0.96929
333	0.98462	0.97074	0.9671
333.51	0.97774	0.96226	0.9595
334	0.96772	0.94967	0.95423
334.5	0.95844	0.94453	0.93405
335.01	0.95234	0.93121	0.92213
335.51	0.93862	0.91533	0.91342
335.99	0.93234	0.90311	0.90267
336.51	0.91681	0.89153	0.88691
337	0.90348	0.89025	0.87216
337.5	0.88727	0.86074	0.86769
338	0.86465	0.85705	0.84007
338.51	0.84808	0.83259	0.81864
339.01	0.83652	0.81478	0.79166
339.5	0.80974	0.78929	0.7898
340.01	0.78678	0.76846	0.77068
