BetaPara	BetaPerp	DeltaPara	DeltaPerp	Beta	Delta	Energy
0.00017052	0.00017052	0.000298933	0.000298933	0.00017052	0.000298933	2265.92
0.000174482	0.000174482	0.000290866	0.000290866	0.000174482	0.000290866	2302.57
0.000224169	0.000224169	0.000293665	0.000293665	0.000224169	0.000293665	2339.81
0.000229544	0.000229544	0.000320741	0.000320741	0.000229544	0.000320741	2377.66
0.000225358	0.000225358	0.000336796	0.000336796	0.000225358	0.000336796	2416.11
0.000216644	0.000216644	0.000341077	0.000341077	0.000216644	0.000341077	2455.19
0.000209203	0.000209203	0.000342269	0.000342269	0.000209203	0.000342269	2494.9
0.000200972	0.000200972	0.000341857	0.000341857	0.000200972	0.000341857	2535.26
0.000191553	0.000191553	0.000338869	0.000338869	0.000191553	0.000338869	2576.26
0.000183004	0.000183004	0.000332067	0.000332067	0.000183004	0.000332067	2617.93
0.000177882	0.000177882	0.000326306	0.000326306	0.000177882	0.000326306	2660.27
0.000169809	0.000169809	0.000313871	0.000313871	0.000169809	0.000313871	2703.3
0.000177577	0.000177577	0.000304352	0.000304352	0.000177577	0.000304352	2747.03
0.000177323	0.000177323	0.000307627	0.000307627	0.000177323	0.000307627	2791.46
0.000169245	0.000169245	0.000309085	0.000309085	0.000169245	0.000309085	2836.61
0.000162164	0.000162164	0.000306103	0.000306103	0.000162164	0.000306103	2882.49
0.000154914	0.000154914	0.000302824	0.000302824	0.000154914	0.000302824	2929.11
0.000147054	0.000147054	0.000298128	0.000298128	0.000147054	0.000298128	2976.48
0.000139828	0.000139828	0.000292431	0.000292431	0.000139828	0.000292431	3024.63
0.000133117	0.000133117	0.000286354	0.000286354	0.000133117	0.000286354	3073.55
0.000126445	0.000126445	0.000278775	0.000278775	0.000126445	0.000278775	3123.26
0.000123632	0.000123632	0.000271858	0.000271858	0.000123632	0.000271858	3173.78
0.000120456	0.000120456	0.000267699	0.000267699	0.000120456	0.000267699	3225.11
0.000114349	0.000114349	0.000263445	0.000263445	0.000114349	0.000263445	3277.27
0.000108691	0.000108691	0.000258091	0.000258091	0.000108691	0.000258091	3330.28
0.000103246	0.000103246	0.000251791	0.000251791	0.000103246	0.000251791	3384.15
9.93797E-05	9.93797E-05	0.000245421	0.000245421	9.93797E-05	0.000245421	3438.88
9.57407E-05	9.57407E-05	0.000241193	0.000241193	9.57407E-05	0.000241193	3494.5
9.01797E-05	9.01797E-05	0.000236725	0.000236725	9.01797E-05	0.000236725	3551.02
8.53246E-05	8.53246E-05	0.000230915	0.000230915	8.53246E-05	0.000230915	3608.46
8.08357E-05	8.08357E-05	0.000225198	0.000225198	8.08357E-05	0.000225198	3666.82
7.66164E-05	7.66164E-05	0.00021952	0.00021952	7.66164E-05	0.00021952	3726.13
7.26614E-05	7.26614E-05	0.000213938	0.000213938	7.26614E-05	0.000213938	3786.4
6.87741E-05	6.87741E-05	0.000208425	0.000208425	6.87741E-05	0.000208425	3847.64
6.50869E-05	6.50869E-05	0.000202908	0.000202908	6.50869E-05	0.000202908	3909.87
6.16128E-05	6.16128E-05	0.000197446	0.000197446	6.16128E-05	0.000197446	3973.11
0.000058327	0.000058327	0.000192098	0.000192098	0.000058327	0.000192098	4037.38
5.51324E-05	5.51324E-05	0.000186805	0.000186805	5.51324E-05	0.000186805	4102.68
5.21879E-05	5.21879E-05	0.000181722	0.000181722	5.21879E-05	0.000181722	4169.03
4.89536E-05	4.89536E-05	0.000176302	0.000176302	4.89536E-05	0.000176302	4236.46
4.67296E-05	4.67296E-05	0.000171	0.000171	4.67296E-05	0.000171	4304.98
4.41827E-05	4.41827E-05	0.000166212	0.000166212	4.41827E-05	0.000166212	4374.62
4.18647E-05	4.18647E-05	0.0001614	0.0001614	4.18647E-05	0.0001614	4445.37
0.000039595	0.000039595	0.00015672	0.00015672	0.000039595	0.00015672	4517.27
3.74664E-05	3.74664E-05	0.000152116	0.000152116	3.74664E-05	0.000152116	4590.33
3.54342E-05	3.54342E-05	0.000147618	0.000147618	3.54342E-05	0.000147618	4664.58
3.35162E-05	3.35162E-05	0.000143213	0.000143213	3.35162E-05	0.000143213	4740.03
0.000031706	0.000031706	0.000138902	0.000138902	0.000031706	0.000138902	4816.69
0.000030022	0.000030022	0.000134705	0.000134705	0.000030022	0.000134705	4894.6
2.84163E-05	2.84163E-05	0.000130605	0.000130605	2.84163E-05	0.000130605	4973.77
0.000026958	0.000026958	0.000126625	0.000126625	0.000026958	0.000126625	5054.21
2.55463E-05	2.55463E-05	0.00012282	0.00012282	2.55463E-05	0.00012282	5135.96
2.41375E-05	2.41375E-05	0.000119033	0.000119033	2.41375E-05	0.000119033	5219.03
2.30574E-05	2.30574E-05	0.000115466	0.000115466	2.30574E-05	0.000115466	5303.44
2.17003E-05	2.17003E-05	0.000112078	0.000112078	2.17003E-05	0.000112078	5389.22
0.000020508	0.000020508	0.000108605	0.000108605	0.000020508	0.000108605	5476.39
1.93823E-05	1.93823E-05	0.000105257	0.000105257	1.93823E-05	0.000105257	5564.97
1.83266E-05	1.83266E-05	0.000101998	0.000101998	1.83266E-05	0.000101998	5654.98
0.000017335	0.000017335	0.000098823	0.000098823	0.000017335	0.000098823	5746.44
1.64313E-05	1.64313E-05	9.57889E-05	9.57889E-05	1.64313E-05	9.57889E-05	5839.39
1.54593E-05	1.54593E-05	9.28396E-05	9.28396E-05	1.54593E-05	9.28396E-05	5933.83
1.46666E-05	1.46666E-05	8.99382E-05	8.99382E-05	1.46666E-05	8.99382E-05	6029.81
1.38394E-05	1.38394E-05	8.71519E-05	8.71519E-05	1.38394E-05	8.71519E-05	6127.33
1.30607E-05	1.30607E-05	8.44171E-05	8.44171E-05	1.30607E-05	8.44171E-05	6226.44
1.23294E-05	1.23294E-05	8.17614E-05	8.17614E-05	1.23294E-05	8.17614E-05	6327.15
1.16385E-05	1.16385E-05	7.91845E-05	7.91845E-05	1.16385E-05	7.91845E-05	6429.48
1.09854E-05	1.09854E-05	7.66817E-05	7.66817E-05	1.09854E-05	7.66817E-05	6533.48
1.03685E-05	1.03685E-05	7.42522E-05	7.42522E-05	1.03685E-05	7.42522E-05	6639.15
9.78551E-06	9.78551E-06	0.000071894	0.000071894	9.78551E-06	0.000071894	6746.54
9.23509E-06	9.23509E-06	6.96059E-05	6.96059E-05	9.23509E-06	6.96059E-05	6855.65
8.71507E-06	8.71507E-06	6.73856E-05	6.73856E-05	8.71507E-06	6.73856E-05	6966.54
8.22398E-06	8.22398E-06	6.52318E-05	6.52318E-05	8.22398E-06	6.52318E-05	7079.22
7.76002E-06	7.76002E-06	6.31426E-05	6.31426E-05	7.76002E-06	6.31426E-05	7193.72
7.32215E-06	7.32215E-06	6.11161E-05	6.11161E-05	7.32215E-06	6.11161E-05	7310.07
6.90888E-06	6.90888E-06	5.91509E-05	5.91509E-05	6.90888E-06	5.91509E-05	7428.31
6.51871E-06	6.51871E-06	5.72456E-05	5.72456E-05	6.51871E-06	5.72456E-05	7548.45
6.15016E-06	6.15016E-06	5.53981E-05	5.53981E-05	6.15016E-06	5.53981E-05	7670.54
5.80244E-06	5.80244E-06	5.36065E-05	5.36065E-05	5.80244E-06	5.36065E-05	7794.61
5.47435E-06	5.47435E-06	5.18697E-05	5.18697E-05	5.47435E-06	5.18697E-05	7920.68
5.16476E-06	5.16476E-06	5.01861E-05	5.01861E-05	5.16476E-06	5.01861E-05	8048.79
4.8726E-06	4.8726E-06	4.85539E-05	4.85539E-05	4.8726E-06	4.85539E-05	8178.98
4.5969E-06	4.5969E-06	4.69718E-05	4.69718E-05	4.5969E-06	4.69718E-05	8311.26
4.33669E-06	4.33669E-06	4.54379E-05	4.54379E-05	4.33669E-06	4.54379E-05	8445.69
4.09122E-06	4.09122E-06	4.39509E-05	4.39509E-05	4.09122E-06	4.39509E-05	8582.29
3.85967E-06	3.85967E-06	4.25092E-05	4.25092E-05	3.85967E-06	4.25092E-05	8721.11
3.64132E-06	3.64132E-06	4.11114E-05	4.11114E-05	3.64132E-06	4.11114E-05	8862.16
3.43542E-06	3.43542E-06	3.97561E-05	3.97561E-05	3.43542E-06	3.97561E-05	9005.5
3.24117E-06	3.24117E-06	3.84418E-05	3.84418E-05	3.24117E-06	3.84418E-05	9151.16
3.05796E-06	3.05796E-06	3.71671E-05	3.71671E-05	3.05796E-06	3.71671E-05	9299.17
2.88511E-06	2.88511E-06	3.59303E-05	3.59303E-05	2.88511E-06	3.59303E-05	9449.58
2.72206E-06	2.72206E-06	3.47301E-05	3.47301E-05	2.72206E-06	3.47301E-05	9602.42
2.56831E-06	2.56831E-06	3.35649E-05	3.35649E-05	2.56831E-06	3.35649E-05	9757.73
2.42331E-06	2.42331E-06	3.24331E-05	3.24331E-05	2.42331E-06	3.24331E-05	9915.55
2.28664E-06	2.28664E-06	3.13331E-05	3.13331E-05	2.28664E-06	3.13331E-05	10075.9
2.15775E-06	2.15775E-06	3.02627E-05	3.02627E-05	2.15775E-06	3.02627E-05	10238.9
2.03622E-06	2.03622E-06	2.92203E-05	2.92203E-05	2.03622E-06	2.92203E-05	10404.5
1.92162E-06	1.92162E-06	2.82032E-05	2.82032E-05	1.92162E-06	2.82032E-05	10572.8
1.81357E-06	1.81357E-06	2.72085E-05	2.72085E-05	1.81357E-06	2.72085E-05	10743.8
1.71168E-06	1.71168E-06	2.62317E-05	2.62317E-05	1.71168E-06	2.62317E-05	10917.6
1.61562E-06	1.61562E-06	2.52671E-05	2.52671E-05	1.61562E-06	2.52671E-05	11094.2
1.52505E-06	1.52505E-06	2.43047E-05	2.43047E-05	1.52505E-06	2.43047E-05	11273.6
1.43966E-06	1.43966E-06	2.33241E-05	2.33241E-05	1.43966E-06	2.33241E-05	11455.9
1.35914E-06	1.35914E-06	2.22729E-05	2.22729E-05	1.35914E-06	2.22729E-05	11641.2
1.28321E-06	1.28321E-06	2.08975E-05	2.08975E-05	1.28321E-06	2.08975E-05	11829.5
1.24918E-06	1.24918E-06	1.65655E-05	1.65655E-05	1.24918E-06	1.65655E-05	11918.6
3.11547E-06	3.11547E-06	1.65651E-05	1.65651E-05	3.11547E-06	1.65651E-05	11918.8
3.01821E-06	3.01821E-06	2.03506E-05	2.03506E-05	3.01821E-06	2.03506E-05	12020.8
2.84326E-06	2.84326E-06	2.03091E-05	2.03091E-05	2.84326E-06	2.03091E-05	12215.3
2.67851E-06	2.67851E-06	1.99279E-05	1.99279E-05	2.67851E-06	1.99279E-05	12412.8
2.52327E-06	2.52327E-06	1.94455E-05	1.94455E-05	2.52327E-06	1.94455E-05	12613.6
2.37704E-06	2.37704E-06	1.89156E-05	1.89156E-05	2.37704E-06	1.89156E-05	12817.6
2.23925E-06	2.23925E-06	1.83555E-05	1.83555E-05	2.23925E-06	1.83555E-05	13025
2.1095E-06	2.1095E-06	1.77679E-05	1.77679E-05	2.1095E-06	1.77679E-05	13235.6
1.98725E-06	1.98725E-06	1.71329E-05	1.71329E-05	1.98725E-06	1.71329E-05	13449.7
1.87209E-06	1.87209E-06	1.63002E-05	1.63002E-05	1.87209E-06	1.63002E-05	13667.2
1.83869E-06	1.83869E-06	1.46544E-05	1.46544E-05	1.83869E-06	1.46544E-05	13733.5
2.56457E-06	2.56457E-06	0.000014654	0.000014654	2.56457E-06	0.000014654	13733.7
2.46144E-06	2.46144E-06	1.60095E-05	1.60095E-05	2.46144E-06	1.60095E-05	13888.3
2.32081E-06	2.32081E-06	1.56957E-05	1.56957E-05	2.32081E-06	1.56957E-05	14112.9
2.18818E-06	2.18818E-06	1.50316E-05	1.50316E-05	2.18818E-06	1.50316E-05	14341.2
2.18175E-06	2.18175E-06	0.000014592	0.000014592	2.18175E-06	0.000014592	14352.7
2.50767E-06	2.50767E-06	1.45919E-05	1.45919E-05	2.50767E-06	1.45919E-05	14352.9
2.37864E-06	2.37864E-06	1.49533E-05	1.49533E-05	2.37864E-06	1.49533E-05	14573.1
2.24982E-06	2.24982E-06	0.000014635	0.000014635	2.24982E-06	0.000014635	14808.9
2.12767E-06	2.12767E-06	1.42809E-05	1.42809E-05	2.12767E-06	1.42809E-05	15048.4
2.01182E-06	2.01182E-06	1.39144E-05	1.39144E-05	2.01182E-06	1.39144E-05	15291.8
1.90201E-06	1.90201E-06	1.35442E-05	1.35442E-05	1.90201E-06	1.35442E-05	15539.1
1.7979E-06	1.7979E-06	1.31745E-05	1.31745E-05	1.7979E-06	1.31745E-05	15790.4
1.69926E-06	1.69926E-06	1.28078E-05	1.28078E-05	1.69926E-06	1.28078E-05	16045.8
1.60578E-06	1.60578E-06	1.24458E-05	1.24458E-05	1.60578E-06	1.24458E-05	16305.4
1.51727E-06	1.51727E-06	1.20896E-05	1.20896E-05	1.51727E-06	1.20896E-05	16569.1
1.43344E-06	1.43344E-06	0.00001174	0.00001174	1.43344E-06	0.00001174	16837.1
1.35407E-06	1.35407E-06	1.13975E-05	1.13975E-05	1.35407E-06	1.13975E-05	17109.4
1.27895E-06	1.27895E-06	1.10623E-05	1.10623E-05	1.27895E-06	1.10623E-05	17386.1
1.20783E-06	1.20783E-06	1.07346E-05	1.07346E-05	1.20783E-06	1.07346E-05	17667.4
1.14056E-06	1.14056E-06	1.04149E-05	1.04149E-05	1.14056E-06	1.04149E-05	17953.1
1.07691E-06	1.07691E-06	1.01029E-05	1.01029E-05	1.07691E-06	1.01029E-05	18243.5
1.0167E-06	1.0167E-06	9.79878E-06	9.79878E-06	1.0167E-06	9.79878E-06	18538.6
9.5977E-07	9.5977E-07	9.50258E-06	9.50258E-06	9.5977E-07	9.50258E-06	18838.4
9.0593E-07	9.0593E-07	9.21415E-06	9.21415E-06	9.0593E-07	9.21415E-06	19143.1
8.5503E-07	8.5503E-07	8.93348E-06	8.93348E-06	8.5503E-07	8.93348E-06	19452.7
8.06906E-07	8.06906E-07	8.66036E-06	8.66036E-06	8.06906E-07	8.66036E-06	19767.4
7.6143E-07	7.6143E-07	8.39487E-06	8.39487E-06	7.6143E-07	8.39487E-06	20087.1
7.18452E-07	7.18452E-07	8.13677E-06	8.13677E-06	7.18452E-07	8.13677E-06	20412
6.77846E-07	6.77846E-07	7.88599E-06	7.88599E-06	6.77846E-07	7.88599E-06	20742.1
6.39479E-07	6.39479E-07	7.64232E-06	7.64232E-06	6.39479E-07	7.64232E-06	21077.6
6.03239E-07	6.03239E-07	7.40567E-06	7.40567E-06	6.03239E-07	7.40567E-06	21418.5
5.69003E-07	5.69003E-07	7.17582E-06	7.17582E-06	5.69003E-07	7.17582E-06	21765
5.36676E-07	5.36676E-07	6.95275E-06	6.95275E-06	5.36676E-07	6.95275E-06	22117
5.0615E-07	5.0615E-07	6.73622E-06	6.73622E-06	5.0615E-07	6.73622E-06	22474.7
4.77325E-07	4.77325E-07	6.52608E-06	6.52608E-06	4.77325E-07	6.52608E-06	22838.2
4.50113E-07	4.50113E-07	6.32217E-06	6.32217E-06	4.50113E-07	6.32217E-06	23207.6
4.24422E-07	4.24422E-07	6.12435E-06	6.12435E-06	4.24422E-07	6.12435E-06	23583
4.00176E-07	4.00176E-07	5.93248E-06	5.93248E-06	4.00176E-07	5.93248E-06	23964.4
3.77291E-07	3.77291E-07	5.74638E-06	5.74638E-06	3.77291E-07	5.74638E-06	24352
3.55693E-07	3.55693E-07	5.56591E-06	5.56591E-06	3.55693E-07	5.56591E-06	24745.9
3.35312E-07	3.35312E-07	5.39089E-06	5.39089E-06	3.35312E-07	5.39089E-06	25146.2
3.16085E-07	3.16085E-07	5.22123E-06	5.22123E-06	3.16085E-07	5.22123E-06	25552.9
2.97943E-07	2.97943E-07	5.05676E-06	5.05676E-06	2.97943E-07	5.05676E-06	25966.2
2.8083E-07	2.8083E-07	4.89735E-06	4.89735E-06	2.8083E-07	4.89735E-06	26386.1
2.64685E-07	2.64685E-07	4.74281E-06	4.74281E-06	2.64685E-07	4.74281E-06	26812.9
2.49457E-07	2.49457E-07	4.59302E-06	4.59302E-06	2.49457E-07	4.59302E-06	27246.6
2.35095E-07	2.35095E-07	4.44787E-06	4.44787E-06	2.35095E-07	4.44787E-06	27687.3
2.2155E-07	2.2155E-07	4.30722E-06	4.30722E-06	2.2155E-07	4.30722E-06	28135.1
2.08776E-07	2.08776E-07	4.17093E-06	4.17093E-06	2.08776E-07	4.17093E-06	28590.2
1.96732E-07	1.96732E-07	4.03892E-06	4.03892E-06	1.96732E-07	4.03892E-06	29052.6
1.85375E-07	1.85375E-07	3.9115E-06	3.9115E-06	1.85375E-07	3.9115E-06	29522.5
1.74668E-07	1.74668E-07	3.78548E-06	3.78548E-06	1.74668E-07	3.78548E-06	30000
