Energy DeltaPerp DeltaPara BetaPerp BetaPara
2.716106346346339819e+02 1.894404552355569192e-03 1.872115255512111403e-03 1.440193450373222859e-04 1.440193450373222859e-04
2.716807057057050088e+02 1.891038499986445742e-03 1.868669942966320581e-03 1.439450645444234405e-04 1.439450645444234405e-04
2.717507767767759788e+02 1.887663707677701957e-03 1.865215209307656856e-03 1.438708415039008934e-04 1.438708415039008934e-04
2.718208478478470056e+02 1.884280026620377023e-03 1.861750897084844250e-03 1.437966758565209393e-04 1.437966758565209393e-04
2.718909189189179756e+02 1.880887309259814295e-03 1.858276849952613784e-03 1.437225675431264720e-04 1.437225675431264720e-04
2.719609899899900256e+02 1.877485408952883194e-03 1.854792912328766426e-03 1.436485165046351680e-04 1.436485165046351680e-04
2.720310610610609956e+02 1.874074179667349236e-03 1.851298929086818684e-03 1.435745226820443385e-04 1.435745226820443385e-04
2.721011321321320224e+02 1.870653475720239142e-03 1.847794745293637178e-03 1.435005860164238008e-04 1.435005860164238008e-04
2.721712032032029924e+02 1.867223151543151178e-03 1.844280205971188030e-03 1.434267064489204587e-04 1.434267064489204587e-04
2.722412742742740193e+02 1.863783061475602970e-03 1.840755155884486868e-03 1.433528839207567852e-04 1.433528839207567852e-04
2.723113453453449893e+02 1.860333059575605989e-03 1.837219439349983439e-03 1.432791183732310932e-04 1.432791183732310932e-04
2.723814164164160161e+02 1.856872999453685041e-03 1.833672900066341069e-03 1.432054097477168577e-04 1.432054097477168577e-04
2.724514874874869861e+02 1.853402734115347375e-03 1.830115380951905868e-03 1.431317579856633126e-04 1.431317579856633126e-04
2.725215585585580129e+02 1.849922115821871129e-03 1.826546724003040752e-03 1.430581630285946370e-04 1.430581630285946370e-04
2.725916296296289829e+02 1.846430995957515711e-03 1.822966770155988328e-03 1.429846248181103894e-04 1.429846248181103894e-04
2.726617007007000097e+02 1.842929224908588376e-03 1.819375359162468024e-03 1.429111432958849652e-04 1.429111432958849652e-04
2.727317717717709797e+02 1.839416651949336715e-03 1.815772329471672386e-03 1.428377184036679222e-04 1.428377184036679222e-04
2.728018428428420066e+02 1.835893125135446176e-03 1.812157518119273400e-03 1.427643500832832758e-04 1.427643500832832758e-04
2.728719139139129766e+02 1.832358491200420910e-03 1.808530760618626710e-03 1.426910382766301223e-04 1.426910382766301223e-04
2.729419849849850266e+02 1.828812595461192479e-03 1.804891890863062013e-03 1.426177829256806875e-04 1.426177829256806875e-04
2.730120560560559966e+02 1.825255281725019201e-03 1.801240741028139634e-03 1.425445839724851513e-04 1.425445839724851513e-04
2.730821271271270234e+02 1.821686392199313269e-03 1.797577141475333691e-03 1.424714413591646276e-04 1.424714413591646276e-04
2.731521981981979934e+02 1.818105767405402877e-03 1.793900920661466733e-03 1.423983550279156636e-04 1.423983550279156636e-04
2.732222692692690202e+02 1.814513246096567407e-03 1.790211905052809926e-03 1.423253249210088033e-04 1.423253249210088033e-04
2.732923403403399902e+02 1.810908665174596139e-03 1.786509919034353537e-03 1.422523509807887231e-04 1.422523509807887231e-04
2.733624114114110171e+02 1.807291859610102216e-03 1.782794784826504655e-03 1.421794331496738250e-04 1.421794331496738250e-04
2.734324824824819871e+02 1.803662662365972981e-03 1.779066322403831868e-03 1.421065713701564538e-04 1.421065713701564538e-04
2.735025535535530139e+02 1.800020904315892184e-03 1.775324349404716531e-03 1.420337655848024358e-04 1.420337655848024358e-04
2.735726246246239839e+02 1.796366414169716513e-03 1.771568681053918180e-03 1.419610157362512963e-04 1.419610157362512963e-04
2.736426956956950107e+02 1.792699018396798219e-03 1.767799130078312724e-03 1.418883217672158796e-04 1.418883217672158796e-04
2.737127667667659807e+02 1.789018541149080483e-03 1.764015506624581550e-03 1.418156836204824574e-04 1.418156836204824574e-04
2.737828378378370076e+02 1.785324804184535612e-03 1.760217618175375590e-03 1.417431012389103228e-04 1.417431012389103228e-04
2.738529089089079775e+02 1.781617626793560293e-03 1.756405269471525768e-03 1.416705745654321148e-04 1.416705745654321148e-04
2.739229799799800276e+02 1.777896825719043217e-03 1.752578262422739433e-03 1.415981035430521927e-04 1.415981035430521927e-04
2.739930510510509976e+02 1.774162215080684951e-03 1.748736396025842629e-03 1.415256881148510538e-04 1.415256881148510538e-04
2.740631221221220244e+02 1.770413606297439315e-03 1.744879466281098329e-03 1.414533282239787467e-04 1.414533282239787467e-04
2.741331931931929944e+02 1.766650808008973133e-03 1.741007266105166042e-03 1.413810238136591004e-04 1.413810238136591004e-04
2.742032642642640212e+02 1.762873625995789147e-03 1.737119585244064441e-03 1.413087748271882869e-04 1.413087748271882869e-04
2.742733353353349912e+02 1.759081863100431633e-03 1.733216210188357918e-03 1.412365812079351471e-04 1.412365812079351471e-04
2.743434064064060180e+02 1.755275319143029863e-03 1.729296924076923229e-03 1.411644428993406484e-04 1.411644428993406484e-04
2.744134774774769880e+02 1.751453790840920999e-03 1.725361506611786501e-03 1.410923598449180473e-04 1.410923598449180473e-04
2.744835485485480149e+02 1.747617071723558436e-03 1.721409733963321026e-03 1.410203319882526727e-04 1.410203319882526727e-04
2.745536196196189849e+02 1.743764952045711875e-03 1.717441378673927608e-03 1.409483592730018716e-04 1.409483592730018716e-04
2.746236906906900117e+02 1.739897218701983838e-03 1.713456209565277161e-03 1.408764416428947381e-04 1.408764416428947381e-04
2.746937617617609817e+02 1.736013655135507702e-03 1.709453991636388339e-03 1.408045790417323303e-04 1.408045790417323303e-04
2.747638328328320085e+02 1.732114041248228884e-03 1.705434485964527113e-03 1.407327714133871008e-04 1.407327714133871008e-04
2.748339039039029785e+02 1.728198153307182504e-03 1.701397449602519820e-03 1.406610187018033579e-04 1.406610187018033579e-04
2.749039749749749717e+02 1.724265763849428586e-03 1.697342635473222993e-03 1.405893208509954764e-04 1.405893208509954764e-04
2.749740460460459985e+02 1.720316641583950843e-03 1.693269792258979625e-03 1.405176778050524784e-04 1.405176778050524784e-04
2.750441171171170254e+02 1.716350551292971944e-03 1.689178664295073323e-03 1.404460895081313925e-04 1.404460895081313925e-04
2.751141881881879954e+02 1.712367253729380617e-03 1.685068991455126834e-03 1.403745559044615096e-04 1.403745559044615096e-04
2.751842592592590222e+02 1.708366505510559418e-03 1.680940509031304863e-03 1.403030769383429731e-04 1.403030769383429731e-04
2.752543303303299922e+02 1.704348059012684774e-03 1.676792947620529004e-03 1.402316525541469415e-04 1.402316525541469415e-04
2.753244014014010190e+02 1.700311662259056979e-03 1.672626032996487244e-03 1.401602826963151279e-04 1.401602826963151279e-04
2.753944724724719890e+02 1.696257058806889973e-03 1.668439485986503287e-03 1.400889673093602878e-04 1.400889673093602878e-04
2.754645435435430159e+02 1.692183987631290000e-03 1.664233022341552208e-03 1.400177063378653787e-04 1.400177063378653787e-04
2.755346146146139859e+02 1.688092183006138867e-03 1.660006352604503866e-03 1.399464997264840210e-04 1.399464997264840210e-04
2.756046856856850127e+02 1.683981374377650601e-03 1.655759181966926256e-03 1.398753474199401184e-04 1.398753474199401184e-04
2.756747567567559827e+02 1.679851286243410268e-03 1.651491210138293208e-03 1.398042493630278853e-04 1.398042493630278853e-04
2.757448278278270095e+02 1.675701638016423257e-03 1.647202131190111463e-03 1.397332055006114671e-04 1.397332055006114671e-04
2.758148988988979795e+02 1.671532143895287275e-03 1.642891633415619708e-03 1.396622157776253466e-04 1.396622157776253466e-04
2.758849699699699727e+02 1.667342512722732586e-03 1.638559399167693626e-03 1.395912801390726370e-04 1.395912801390726370e-04
2.759550410410409995e+02 1.663132447846025997e-03 1.634205104706757707e-03 1.395203985300294178e-04 1.395203985300294178e-04
2.760251121121120264e+02 1.658901646968705124e-03 1.629828420033019049e-03 1.394495708956384745e-04 1.394495708956384745e-04
2.760951831831829963e+02 1.654649801999676312e-03 1.625429008718840603e-03 1.393787971811132011e-04 1.393787971811132011e-04
2.761652542542540232e+02 1.650376598898216666e-03 1.621006527735682767e-03 1.393080773317363803e-04 1.393080773317363803e-04
2.762353253253249932e+02 1.646081717511108230e-03 1.616560627271487749e-03 1.392374112928603197e-04 1.392374112928603197e-04
2.763053963963960200e+02 1.641764831410131263e-03 1.612090950550292608e-03 1.391667990099065258e-04 1.391667990099065258e-04
2.763754674674669900e+02 1.637425607717801724e-03 1.607597133636257548e-03 1.390962404283657044e-04 1.390962404283657044e-04
2.764455385385380168e+02 1.633063706932521555e-03 1.603078805239102362e-03 1.390257354937976249e-04 1.390257354937976249e-04
2.765156096096089868e+02 1.628678782744400052e-03 1.598535586507697764e-03 1.389552841518311476e-04 1.389552841518311476e-04
2.765856806806800137e+02 1.624270481848049882e-03 1.593967090819627813e-03 1.388848863481637085e-04 1.388848863481637085e-04
2.766557517517509837e+02 1.619838443747213634e-03 1.589372923564234775e-03 1.388145420285618616e-04 1.388145420285618616e-04
2.767258228228220105e+02 1.615382300553201743e-03 1.584752681916363039e-03 1.387442511388605197e-04 1.387442511388605197e-04
2.767958938938929805e+02 1.610901676776522714e-03 1.580105954602277919e-03 1.386740136249633613e-04 1.386740136249633613e-04
2.768659649649649737e+02 1.606396189112252720e-03 1.575432321660431671e-03 1.386038294328413394e-04 1.386038294328413394e-04
2.769360360360360005e+02 1.601865446216581539e-03 1.570731354190897655e-03 1.385336985085368561e-04 1.385336985085368561e-04
2.770061071071070273e+02 1.597309048476236362e-03 1.566002614096390208e-03 1.384636207981575012e-04 1.384636207981575012e-04
2.770761781781779973e+02 1.592726587769894859e-03 1.561245653815738696e-03 1.383935962478801177e-04 1.383935962478801177e-04
2.771462492492490242e+02 1.588117647219098195e-03 1.556460016042573264e-03 1.383236248039493657e-04 1.383236248039493657e-04
2.772163203203199942e+02 1.583481800936875497e-03 1.551645233447358167e-03 1.382537064126780201e-04 1.382537064126780201e-04
2.772863913913910210e+02 1.578818613756873728e-03 1.546800828369399635e-03 1.381838410204465914e-04 1.381838410204465914e-04
2.773564624624619910e+02 1.574127640963233045e-03 1.541926312517891660e-03 1.381140285737034071e-04 1.381140285737034071e-04
2.774265335335330178e+02 1.569408428002282922e-03 1.537021186644900450e-03 1.380442690189642317e-04 1.380442690189642317e-04
2.774966046046039878e+02 1.564660510188521690e-03 1.532084940217788571e-03 1.379745623028125927e-04 1.379745623028125927e-04
2.775666756756750146e+02 1.559883412397351701e-03 1.527117051073588428e-03 1.379049083718991296e-04 1.379049083718991296e-04
2.776367467467459846e+02 1.555076648746501035e-03 1.522116985060842581e-03 1.378353071729421632e-04 1.378353071729421632e-04
2.777068178178170115e+02 1.550239722267148998e-03 1.517084195671481329e-03 1.377657586527269366e-04 1.377657586527269366e-04
2.777768888888879815e+02 1.545372124560065756e-03 1.512018123654809004e-03 1.376962627581059407e-04 1.376962627581059407e-04
2.778469599599599746e+02 1.540473335438242389e-03 1.506918196614385683e-03 1.376268194359975858e-04 1.376268194359975858e-04
2.779170310310310015e+02 1.535542822559802373e-03 1.501783828598928861e-03 1.375574286333902402e-04 1.375574286333902402e-04
2.779871021021020283e+02 1.530580041040342700e-03 1.496614419663710744e-03 1.374880902973360237e-04 1.374880902973360237e-04
2.780571731731729983e+02 1.525584433054042247e-03 1.491409355423666374e-03 1.374188043749550623e-04 1.374188043749550623e-04
2.781272442442440251e+02 1.520555427418361812e-03 1.486168006588322070e-03 1.373495708134335642e-04 1.373495708134335642e-04
2.781973153153149951e+02 1.515492439160441964e-03 1.480889728472437961e-03 1.372803895600246873e-04 1.372803895600246873e-04
2.782673863863860220e+02 1.510394869065658603e-03 1.475573860489769271e-03 1.372112605620477255e-04 1.372112605620477255e-04
2.783374574574569920e+02 1.505262103210893874e-03 1.470219725628551426e-03 1.371421837668884887e-04 1.371421837668884887e-04
2.784075285285280188e+02 1.500093512472778275e-03 1.464826629897819687e-03 1.370731591219988147e-04 1.370731591219988147e-04
2.784775995995989888e+02 1.494888452020932392e-03 1.459393861758912078e-03 1.370041865748966776e-04 1.370041865748966776e-04
2.785476706706700156e+02 1.489646260786818858e-03 1.453920691529661481e-03 1.369352660731662150e-04 1.369352660731662150e-04
2.786177417417409856e+02 1.484366260909689888e-03 1.448406370758583295e-03 1.368663975644572671e-04 1.368663975644572671e-04
2.786878128128120125e+02 1.479047757158420857e-03 1.442850131577486832e-03 1.367975809964855935e-04 1.367975809964855935e-04
2.787578838838829824e+02 1.473690036331281672e-03 1.437251186025984180e-03 1.367288163170326566e-04 1.367288163170326566e-04
2.788279549549549756e+02 1.468292366623774039e-03 1.431608725341373565e-03 1.366601034739445915e-04 1.366601034739445915e-04
2.788980260260260025e+02 1.462853996972107587e-03 1.425921919218455609e-03 1.365914424151358920e-04 1.365914424151358920e-04
2.789680970970969724e+02 1.457374156367574267e-03 1.420189915042020107e-03 1.365228330885837190e-04 1.365228330885837190e-04
2.790381681681679993e+02 1.451852053136142191e-03 1.414411837075215533e-03 1.364542754423313155e-04 1.364542754423313155e-04
2.791082392392390261e+02 1.446286874189284298e-03 1.408586785618674364e-03 1.363857694244873290e-04 1.363857694244873290e-04
2.791783103103099961e+02 1.440677784235442661e-03 1.402713836123091863e-03 1.363173149832256216e-04 1.363173149832256216e-04
2.792483813813810229e+02 1.435023924957715353e-03 1.396792038266082142e-03 1.362489120667849179e-04 1.362489120667849179e-04
2.793184524524519929e+02 1.429324414151180410e-03 1.390820414981800302e-03 1.361805606234692116e-04 1.361805606234692116e-04
2.793885235235230198e+02 1.423578344818158181e-03 1.384797961446169318e-03 1.361122606016470333e-04 1.361122606016470333e-04
2.794585945945939898e+02 1.417784784221775901e-03 1.378723644012386056e-03 1.360440119497522641e-04 1.360440119497522641e-04
2.795286656656650166e+02 1.411942772888491503e-03 1.372596399091029771e-03 1.359758146162829968e-04 1.359758146162829968e-04
2.795987367367359866e+02 1.406051323566391304e-03 1.366415131981950706e-03 1.359076685498025391e-04 1.359076685498025391e-04
2.796688078078070134e+02 1.400109420124297840e-03 1.360178715634657517e-03 1.358395736989385732e-04 1.358395736989385732e-04
2.797388788788779834e+02 1.394116016402012709e-03 1.353885989361863253e-03 1.357715300123836163e-04 1.357715300123836163e-04
2.798089499499499766e+02 1.388070034993286409e-03 1.347535757470865727e-03 1.357035374388937475e-04 1.357035374388937475e-04
2.798790210210210034e+02 1.381970365971344318e-03 1.341126787834904513e-03 1.356355959272925369e-04 1.356355959272925369e-04
2.799490920920919734e+02 1.375815865543052012e-03 1.334657810385426677e-03 1.355677054264656527e-04 1.355677054264656527e-04
2.800191631631630003e+02 1.369605354631609102e-03 1.328127515521398700e-03 1.354998658853640860e-04 1.354998658853640860e-04
2.800892342342340271e+02 1.363337617380803220e-03 1.321534552434065366e-03 1.354320772530040701e-04 1.354320772530040701e-04
2.801593053053049971e+02 1.357011399576459575e-03 1.314877527338231128e-03 1.353643394784668358e-04 1.353643394784668358e-04
2.802293763763760239e+02 1.350625406980587081e-03 1.308155001608533484e-03 1.352966525108988290e-04 1.352966525108988290e-04
2.802994474474469939e+02 1.344178303567497438e-03 1.301365489803330564e-03 1.352290162995124149e-04 1.352290162995124149e-04
2.803695185185180208e+02 1.337668709659527947e-03 1.294507457583089988e-03 1.351614307935858784e-04 1.351614307935858784e-04
2.804395895895889907e+02 1.331095199952812358e-03 1.287579319500237315e-03 1.350938959424645891e-04 1.350938959424645891e-04
2.805096606606600176e+02 1.324456301421791504e-03 1.280579436660608502e-03 1.350264116955615169e-04 1.350264116955615169e-04
2.805797317317309876e+02 1.317750491100723800e-03 1.273506114246873233e-03 1.349589780023579904e-04 1.349589780023579904e-04
2.806498028028020144e+02 1.310976193721740627e-03 1.266357598881730955e-03 1.348915948124057302e-04 1.348915948124057302e-04
2.807198738738729844e+02 1.304131779208393379e-03 1.259132075836286516e-03 1.348242620753283124e-04 1.348242620753283124e-04
2.807899449449449776e+02 1.297215560005523507e-03 1.251827666056028535e-03 1.347569797408225509e-04 1.347569797408225509e-04
2.808600160160160044e+02 1.290225788236311170e-03 1.244442422997378778e-03 1.346897477586652466e-04 1.346897477586652466e-04
2.809300870870869744e+02 1.283160652665101421e-03 1.236974329251188005e-03 1.346225660787114255e-04 1.346225660787114255e-04
2.810001581581580012e+02 1.276018275456331430e-03 1.229421292944318832e-03 1.345554346509029585e-04 1.345554346509029585e-04
2.810702292292290281e+02 1.268796708706636548e-03 1.221781143891024872e-03 1.344883534252742257e-04 1.344883534252742257e-04
2.811403003002999981e+02 1.261493930730448474e-03 1.214051629480373921e-03 1.344213223519599503e-04 1.344213223519599503e-04
2.812103713713710249e+02 1.254107842076206689e-03 1.206230410266287065e-03 1.343543413812062573e-04 1.343543413812062573e-04
2.812804424424419949e+02 1.246636261242838528e-03 1.198315055233682789e-03 1.342874104633873971e-04 1.342874104633873971e-04
2.813505135135130217e+02 1.239076920073342147e-03 1.190303036717858766e-03 1.342205295490118988e-04 1.342205295490118988e-04
2.814205845845839917e+02 1.231427458783824732e-03 1.182191724922038818e-03 1.341536985887623057e-04 1.341536985887623057e-04
2.814906556556550186e+02 1.223685420598844345e-03 1.173978382021994551e-03 1.340869175335145829e-04 1.340869175335145829e-04
2.815607267267259886e+02 1.215848245940470088e-03 1.165660155779963151e-03 1.340201863343806179e-04 1.340201863343806179e-04
2.816307977977970154e+02 1.207913266127985663e-03 1.157234072641604578e-03 1.339535049427582024e-04 1.339535049427582024e-04
2.817008688688679854e+02 1.199877696524663051e-03 1.148697030235153746e-03 1.338868733103987403e-04 1.338868733103987403e-04
2.817709399399399786e+02 1.191738629074934634e-03 1.140045789226253265e-03 1.338202913894929005e-04 1.338202913894929005e-04
2.818410110110110054e+02 1.183493024141309266e-03 1.131276964421890291e-03 1.337537591327884958e-04 1.337537591327884958e-04
2.819110820820819754e+02 1.175137701566484087e-03 1.122387015055059060e-03 1.336872764937339778e-04 1.336872764937339778e-04
2.819811531531530022e+02 1.166669330846144704e-03 1.113372234129632191e-03 1.336208434266769542e-04 1.336208434266769542e-04
2.820512242242239722e+02 1.158084420293242029e-03 1.104228736696822753e-03 1.335544598871656237e-04 1.335544598871656237e-04
2.821212952952949991e+02 1.149379305050715009e-03 1.094952446926793265e-03 1.334881258321103225e-04 1.334881258321103225e-04
2.821913663663660259e+02 1.140550133772478929e-03 1.085539083776947133e-03 1.334218412204636714e-04 1.334218412204636714e-04
2.822614374374369959e+02 1.131592853774616384e-03 1.075984145065807121e-03 1.333556060136406769e-04 1.333556060136406769e-04
2.823315085085080227e+02 1.122503194397989198e-03 1.066282889679254307e-03 1.332894201763035039e-04 1.332894201763035039e-04
2.824015795795789927e+02 1.113276648285545537e-03 1.056430317611160158e-03 1.332232836773393719e-04 1.332232836773393719e-04
2.824716506506500195e+02 1.103908450198456005e-03 1.046421147454694575e-03 1.331571964911368235e-04 1.331571964911368235e-04
2.825417217217209895e+02 1.094393552913199095e-03 1.036249790876653818e-03 1.330911585992504355e-04 1.330911585992504355e-04
2.826117927927920164e+02 1.084726599626523831e-03 1.025910323496119752e-03 1.330251699925666213e-04 1.330251699925666213e-04
2.826818638638629864e+02 1.074901892154337887e-03 1.015396451444268043e-03 1.329592306741234238e-04 1.329592306741234238e-04
2.827519349349349795e+02 1.064913354001598015e-03 1.004701472669353732e-03 1.328933406627795912e-04 1.328933406627795912e-04
2.828220060060060064e+02 1.054754487135829265e-03 9.938182318120992922e-04 1.328274999980259407e-04 1.328274999980259407e-04
2.828920770770769764e+02 1.044418320933440713e-03 9.827390671079826341e-04 1.327617087474906128e-04 1.327617087474906128e-04
2.829621481481480032e+02 1.033897351265520344e-03 9.714557472666539122e-04 1.326959670124434572e-04 1.326959670124434572e-04
2.830322192192189732e+02 1.023183467015725562e-03 9.599593956107331126e-04 1.326302749496630355e-04 1.326302749496630355e-04
2.831022902902900000e+02 1.012267860289414864e-03 9.482403977114000964e-04 1.325646328059036248e-04 1.325646328059036248e-04
2.831723613613610269e+02 1.001140915080858283e-03 9.362882872755402342e-04 1.324990410288206741e-04 1.324990410288206741e-04
2.832424324324319969e+02 9.897920668412870347e-04 9.240916027006192699e-04 1.324335006205059576e-04 1.324335006205059576e-04
2.833125035035030237e+02 9.782096217314597848e-04 9.116377030647316226e-04 1.323680142808749619e-04 1.323680142808749619e-04
2.833825745745739937e+02 9.663805184392267435e-04 8.989125264011776136e-04 1.323025899822501963e-04 1.323025899822501963e-04
2.834526456456450205e+02 9.542900059241433367e-04 8.859002635957162301e-04 1.322372515993352528e-04 1.322372515993352528e-04
2.835227167167159905e+02 9.419211955324323371e-04 8.725829063179833377e-04 1.321720687782924225e-04 1.321720687782924225e-04
2.835927877877870174e+02 9.292544239482408968e-04 8.589396054149756087e-04 1.321072359680775844e-04 1.321072359680775844e-04
2.836628588588579873e+02 9.162663369177424019e-04 8.449457496688601334e-04 1.320432697164842639e-04 1.320432697164842639e-04
2.837329299299290142e+02 9.029285754790013652e-04 8.305716466041003412e-04 1.319814638789793730e-04 1.319814638789793730e-04
2.838030010010010074e+02 8.892059528864492248e-04 8.157806934834680238e-04 1.319248874377479950e-04 1.319248874377479950e-04
2.838730720720719773e+02 8.750540917317969642e-04 8.005270079451419279e-04 1.318803970720860042e-04 1.318803970720860042e-04
2.839431431431430042e+02 8.604167356705338466e-04 7.847527326137768242e-04 1.318624111485238966e-04 1.318624111485238966e-04
2.840132142142139742e+02 8.452234721854544547e-04 7.683857500637199115e-04 1.318994051552754778e-04 1.318994051552754778e-04
2.840832852852850010e+02 8.293894575056718396e-04 7.513393991549872312e-04 1.320440618675887683e-04 1.320440618675887683e-04
2.841533563563560278e+02 8.128198483720545714e-04 7.335168973540897187e-04 1.323873801439471687e-04 1.323873801439471687e-04
2.842234274274269978e+02 7.954226341020515217e-04 7.148241623825547482e-04 1.330754225531961235e-04 1.330754225531961235e-04
2.842934984984980247e+02 7.771336411714004251e-04 6.951948052937397850e-04 1.343245618531885776e-04 1.343245618531885776e-04
2.843635695695689947e+02 7.579553643900733889e-04 6.746289489180720819e-04 1.364274747293267858e-04 1.364274747293267858e-04
2.844336406406400215e+02 7.380092830195320464e-04 6.532455298723358929e-04 1.397408730680448758e-04 1.397408730680448758e-04
2.845037117117109915e+02 7.175851250918783382e-04 6.313315472122901870e-04 1.446340507697347277e-04 1.446340507697347277e-04
2.845737827827820183e+02 6.971744955615127816e-04 6.093756731571298635e-04 1.514157138711342296e-04 1.514157138711342296e-04
2.846438538538529883e+02 6.774662333231675848e-04 5.880635906777186483e-04 1.602166885226361209e-04 1.602166885226361209e-04
2.847139249249240152e+02 6.592761587803823778e-04 5.682077193701762100e-04 1.708714296074168449e-04 1.708714296074168449e-04
2.847839959959960083e+02 6.434099923447978656e-04 5.506101096656224915e-04 1.828288565513919129e-04 1.828288565513919129e-04
2.848540670670669783e+02 6.304750441131864351e-04 5.358741052650270410e-04 1.951370160182207248e-04 1.951370160182207248e-04
2.849241381381380052e+02 6.206845009457492195e-04 5.242085995836623076e-04 2.065331263867958953e-04 2.065331263867958953e-04
2.849942092092089752e+02 6.137147224744170021e-04 5.152852972382543926e-04 2.156408066003475917e-04 2.156408066003475917e-04
2.850642802802800020e+02 6.086721449821440094e-04 5.082055789224679786e-04 2.212371691242587832e-04 2.212371691242587832e-04
2.851343513513509720e+02 6.041989189412989413e-04 5.016060947638246439e-04 2.225198070950254036e-04 2.225198070950254036e-04
2.852044224224219988e+02 5.986989941389897095e-04 4.938847992685291722e-04 2.192912770971466180e-04 2.192912770971466180e-04
2.852744934934930257e+02 5.906334304179180171e-04 4.834962049024747418e-04 2.120133911960979942e-04 2.120133911960979942e-04
2.853445645645639956e+02 5.787975149290153698e-04 4.692284340463416482e-04 2.016898806941837990e-04 2.016898806941837990e-04
2.854146356356350225e+02 5.625005737082061164e-04 4.503829557437089861e-04 1.896412433357620177e-04 1.896412433357620177e-04
2.854847067067059925e+02 5.416137494189897893e-04 4.268222774127260785e-04 1.772275544445075200e-04 1.772275544445075200e-04
2.855547777777770193e+02 5.164853673663256321e-04 3.988852116126828619e-04 1.656030667661571442e-04 1.656030667661571442e-04
2.856248488488479893e+02 4.877675494600428475e-04 3.672133751028459426e-04 1.555606957725266782e-04 1.555606957725266782e-04
2.856949199199190161e+02 4.562150181256594971e-04 3.325498592087688205e-04 1.474874383082961174e-04 1.474874383082961174e-04
2.857649909909910093e+02 4.225114508430867478e-04 2.955654285425190911e-04 1.414149213801999178e-04 1.414149213801999178e-04
2.858350620620619793e+02 3.871564800544494709e-04 2.567453383243815945e-04 1.371263556046601673e-04 1.371263556046601673e-04
2.859051331331330061e+02 3.504197039592563730e-04 2.163431302725942243e-04 1.342770176145775503e-04 1.342770176145775503e-04
2.859752042042039761e+02 3.123474331729547367e-04 1.743871251171427706e-04 1.324957403500726680e-04 1.324957403500726680e-04
2.860452752752750030e+02 2.727976330285338587e-04 1.307150628249990529e-04 1.314513904748778402e-04 1.314513904748778402e-04
2.861153463463459730e+02 2.314807232741729478e-04 8.501454133683533946e-05 1.308859853153627930e-04 1.308859853153627930e-04
2.861854174174169998e+02 1.879863417072482842e-04 3.684934638173619289e-05 1.306185030124658970e-04 1.306185030124658970e-04
2.862554884884880266e+02 1.417849944001951313e-04 -1.433942286449518755e-05 1.305417284615538508e-04 1.305417284615538508e-04
2.863255595595589966e+02 9.219955017367037768e-05 -6.926249780192181033e-05 1.306229059469116160e-04 1.306229059469116160e-04
2.863956306306300235e+02 3.834310451283600964e-05 -1.288453591608742903e-04 1.309349947478383582e-04 1.309349947478383582e-04
2.864657017017009935e+02 -2.096540123160266729e-05 -1.943135845666824351e-04 1.317534806079415977e-04 1.317534806079415977e-04
2.865357727727720203e+02 -8.726705736832984350e-05 -2.672599301486124263e-04 1.337651097740189400e-04 1.337651097740189400e-04
2.866058438438429903e+02 -1.624167238227114559e-04 -3.495995817229290755e-04 1.384231559217007480e-04 1.384231559217007480e-04
2.866759149149140171e+02 -2.482754412505121526e-04 -4.432644864911841598e-04 1.484146650559822148e-04 1.484146650559822148e-04
2.867459859859860103e+02 -3.459967746467452403e-04 -5.494921607790974501e-04 1.680578197988813883e-04 1.680578197988813883e-04
2.868160570570569803e+02 -4.548748355325788026e-04 -6.676769118695763438e-04 2.032884053038311691e-04 2.032884053038311691e-04
2.868861281281280071e+02 -5.711259162958468331e-04 -7.941556828810789970e-04 2.607060771830084457e-04 2.607060771830084457e-04
2.869561991991989771e+02 -6.872041770955778558e-04 -9.215293643324210362e-04 3.457475310482923444e-04 3.457475310483463919e-04
2.870262702702700039e+02 -7.924010441062198477e-04 -1.039269835376115938e-03 4.601125675179434894e-04 4.601125675192399784e-04
2.870963413413409739e+02 -8.751410569474583206e-04 -1.136026403086949936e-03 5.997259810912121316e-04 5.997259811143223346e-04
2.871664124124120008e+02 -9.263826775372601373e-04 -1.203041632924039313e-03 7.544308300283909070e-04 7.544308303746585179e-04
2.872364834834830276e+02 -9.427681003876651642e-04 -1.237323067151361970e-03 9.100491040887967323e-04 9.100491085429845105e-04
2.873065545545539976e+02 -9.280152933133847815e-04 -1.243068366862460500e-03 1.052189910282501752e-03 1.052189959438582434e-03
2.873766256256250244e+02 -8.918609070899959600e-04 -1.230660637152956437e-03 1.170153874574032067e-03 1.170154340010855481e-03
2.874466966966959944e+02 -8.471465135660838754e-04 -1.213842999419135040e-03 1.259227263597503550e-03 1.259231044779399568e-03
2.875167677677670213e+02 -8.065463143903692060e-04 -1.206606165793977330e-03 1.320621056651379672e-03 1.320647412536511993e-03
2.875868388388379913e+02 -7.803013312351954767e-04 -1.221226186607014515e-03 1.359622501949650682e-03 1.359780239388945185e-03
2.876569099099090181e+02 -7.767206936642168363e-04 -1.269325786601466005e-03 1.382488027360607562e-03 1.383297351390607062e-03
2.877269809809810113e+02 -8.034653131401859336e-04 -1.364019675159522859e-03 1.397385316025674716e-03 1.400948131822499698e-03
2.877970520520519813e+02 -8.687191602973930908e-04 -1.521799500863976924e-03 1.414434656043948770e-03 1.427891634685842220e-03
